contract_id,contract_name,source,contract_type,expected_risk,latency_ms,status,total_classified,human_review_flagged,avg_confidence,avg_entropy,avg_margin,num_rewrites,avg_risk_reduction,sim_mean_risk,sim_ci_lower,sim_ci_upper,sim_ci_width,sim_volatility,sim_dominant_source,num_anomalies,overall_risk,risk_level,structural_risk,num_conflicts,completeness,power_score,dispute_risk,num_hotspots
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOS,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,cuad,MSA,unknown,79,SUCCESS,4,4,0.071,1.0,0.002,3,0,71.1,0,0,0,unknown,classification,0,72.7375,HIGH,100,0,0.21,26.2,75.0,9
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,cuad,MSA,unknown,315,SUCCESS,11,11,0.0709,1.0,0.0013,5,0,67.8,0,0,0,unknown,classification,1,69.23920454545454,MEDIUM,100,0,0.5,11.4,73.9,7
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING A,BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT,cuad,MSA,unknown,306,SUCCESS,9,9,0.0721,0.9999,0.0022,4,0,65.9,0,0,0,unknown,classification,0,67.24930555555555,MEDIUM,100,0,0.29,3.4,73.1,7
BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,cuad,MSA,unknown,194,SUCCESS,5,5,0.0722,0.9998,0.0026,4,0,71.5,0,0,0,unknown,classification,0,72.7375,HIGH,100,1,0.14,26.2,75.0,9
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMEN","BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",cuad,MSA,unknown,400,SUCCESS,12,12,0.0717,1.0,0.0019,5,0,70.2,0,0,0,unknown,classification,0,71.23541666666665,HIGH,100,1,0.36,21.1,74.0,8
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,cuad,Franchise,unknown,364,SUCCESS,12,12,0.0712,0.9999,0.0014,9,0,37.5,0,0,0,unknown,classification,1,37.32833333333333,LOW,45.0,1,1.0,15.3,41.5,3
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Ma,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreemen,cuad,MSA,unknown,185,SUCCESS,7,7,0.071,1.0,0.001,2,0,69.0,0,0,0,unknown,classification,0,70.81323529411765,HIGH,100,0,0.36,17.9,74.4,6
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Ma,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreemen,cuad,MSA,unknown,148,SUCCESS,3,3,0.071,1.0,0.002,3,0,66.3,0,0,0,unknown,classification,0,67.44375,MEDIUM,100,0,0.21,0.0,74.9,10
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Ma,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreemen,cuad,MSA,unknown,335,SUCCESS,10,10,0.0709,1.0,0.0011,8,0,68.3,0,0,0,unknown,classification,0,69.9025,MEDIUM,100,0,0.29,11.2,75.3,8
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Ma,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreemen,cuad,MSA,unknown,107,SUCCESS,2,2,0.071,1.0,0.0015,2,0,67.1,0,0,0,unknown,classification,0,68.67291666666667,MEDIUM,100,0,0.14,8.3,74.0,10
BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-1,BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agr,cuad,MSA,unknown,274,SUCCESS,8,8,0.0714,1.0,0.0021,5,0,66.2,0,0,0,unknown,classification,1,67.78977272727272,MEDIUM,100,1,0.36,0.6,75.3,9
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorseme,BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,cuad,MSA,unknown,330,SUCCESS,7,7,0.0724,0.9999,0.002,5,0,71.2,0,0,0,unknown,classification,1,72.72575,HIGH,100,1,0.21,26.2,75.0,9
BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreemen,cuad,MSA,unknown,146,SUCCESS,9,9,0.0702,1.0,0.0011,0,0,68.4,0,0,0,unknown,classification,1,69.80625,MEDIUM,100,0,0.5,42.0,62.8,4
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_R,BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,cuad,MSA,unknown,470,SUCCESS,14,14,0.0728,0.9998,0.0024,10,0,73.5,0,0,0,unknown,classification,0,74.99743589743589,HIGH,100,2,0.43,9.5,86.2,8
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement","CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",cuad,MSA,unknown,276,SUCCESS,21,21,0.0716,0.9999,0.0014,7,0,72.5,0,0,0,unknown,classification,1,74.53505434782608,HIGH,100,3,0.64,7.0,86.3,5
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT","CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT",cuad,Collaboration,unknown,332,SUCCESS,9,9,0.0722,1.0,0.0021,6,0,62.2,0,0,0,unknown,classification,0,62.17052631578947,MEDIUM,57.0,1,1.0,50.6,69.9,4
CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT,cuad,MSA,unknown,325,SUCCESS,13,13,0.0711,0.9999,0.0015,5,0,66.7,0,0,0,unknown,classification,0,68.44375,MEDIUM,100,0,0.57,5.0,74.9,8
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING,CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,cuad,MSA,unknown,112,SUCCESS,13,13,0.0706,1.0,0.001,3,0,66.3,0,0,0,unknown,classification,1,68.00625,MEDIUM,100,1,0.21,5.0,74.0,8
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement","CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement",cuad,Collaboration,unknown,374,SUCCESS,11,11,0.0709,1.0,0.0013,8,0,61.8,0,0,0,unknown,classification,1,61.62916666666666,MEDIUM,79.5,1,1.0,9.3,71.8,4
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREE,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,cuad,License,unknown,180,SUCCESS,7,7,0.0706,1.0,0.001,2,0,70.8,0,0,0,unknown,classification,0,72.18333333333334,HIGH,100,1,0.5,23.3,75.0,7
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CON,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT,cuad,MSA,unknown,44,SUCCESS,5,5,0.0712,1.0,0.001,0,0,66.6,0,0,0,unknown,classification,1,67.91944444444444,MEDIUM,100,0,0.07,12.2,70.9,8
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement,CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement,cuad,MSA,unknown,97,SUCCESS,4,4,0.0722,1.0,0.0018,4,0,70.3,0,0,0,unknown,classification,1,72.055,HIGH,100,0,0.14,28.0,72.9,9
CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategi,CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement,cuad,MSA,unknown,227,SUCCESS,9,9,0.0707,1.0,0.0012,2,0,66.3,0,0,0,unknown,classification,1,67.73541666666667,MEDIUM,100,0,0.36,5.8,73.1,7
CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agre,CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement,cuad,MSA,unknown,486,SUCCESS,15,15,0.0729,0.9997,0.0026,13,0,71.0,0,0,0,unknown,classification,1,72.6625,HIGH,100,1,0.29,0.0,85.3,7
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic A,CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,cuad,MSA,unknown,274,SUCCESS,7,7,0.0734,0.9997,0.0029,5,0,66.4,0,0,0,unknown,classification,1,67.84722222222221,MEDIUM,100,1,0.21,3.1,74.4,8
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance ","COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",cuad,MSA,unknown,319,SUCCESS,8,8,0.0716,0.9999,0.0024,7,0,73.9,0,0,0,unknown,classification,4,76.01875,HIGH,100,2,0.43,10.0,88.0,10
"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMEN","CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT",cuad,MSA,unknown,103,SUCCESS,5,5,0.0742,0.9996,0.004,4,0,71.3,0,0,0,unknown,classification,1,72.11836538461537,HIGH,100,1,0.14,23.6,74.8,9
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,cuad,License,unknown,306,SUCCESS,8,8,0.0705,1.0,0.001,4,0,70.5,0,0,0,unknown,classification,1,72.00625,HIGH,100,1,0.62,25.0,74.0,6
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSH","CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT",cuad,MSA,unknown,161,SUCCESS,13,13,0.0727,0.9998,0.0026,5,0,70.9,0,0,0,unknown,classification,1,72.09506578947368,HIGH,100,1,0.43,27.6,73.1,5
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,cuad,MSA,unknown,60,SUCCESS,4,4,0.07,1.0,0.0008,1,0,65.1,0,0,0,unknown,classification,1,66.525,MEDIUM,100,0,0.21,0.0,73.0,8
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,cuad,MSA,unknown,50,SUCCESS,4,4,0.0717,1.0,0.002,1,0,66.5,0,0,0,unknown,classification,1,67.62708333333333,MEDIUM,100,0,0.14,9.7,71.4,8
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Mainte,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,cuad,MSA,unknown,246,SUCCESS,8,8,0.071,1.0,0.0014,3,0,72.3,0,0,0,unknown,classification,2,74.00625,HIGH,100,0,0.43,35.0,74.0,7
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Mainte,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2,cuad,MSA,unknown,148,SUCCESS,6,6,0.0713,1.0,0.0027,5,0,66.3,0,0,0,unknown,classification,1,67.94375,MEDIUM,100,0,0.14,6.0,73.5,10
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Mainte,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement3,cuad,MSA,unknown,111,SUCCESS,3,3,0.0697,1.0,0.0007,1,0,65.3,0,0,0,unknown,classification,2,66.56875,MEDIUM,100,0,0.21,0.0,73.1,7
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Mainte,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4,cuad,MSA,unknown,127,SUCCESS,4,4,0.0725,1.0,0.002,1,0,66.8,0,0,0,unknown,classification,0,68.17291666666665,MEDIUM,100,0,0.14,5.8,74.0,8
CcRealEstateIncomeFundadv_20181205_POS 8C_EX-99.(H)(3)_11447,CcRealEstateIncomeFundadv_20181205_POS 8C_EX-99.(H)(3)_11447739_EX-99.(H)(3)_Mar,cuad,NDA,unknown,233,SUCCESS,8,8,0.0708,1.0,0.0013,3,0,60.7,0,0,0,unknown,classification,2,62.02708333333333,MEDIUM,100,0,0.43,6.2,61.6,4
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectua,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,cuad,MSA,unknown,342,SUCCESS,12,12,0.0726,0.9999,0.0021,3,0,71.6,0,0,0,unknown,classification,0,72.6625,HIGH,100,2,0.5,0.0,85.3,6
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING ,Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,cuad,Supply,unknown,334,SUCCESS,10,10,0.0703,1.0,0.0009,6,0,46.5,0,0,0,unknown,classification,1,46.350641025641025,MEDIUM,54.5,1,1.0,13.1,54.7,3
ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615,ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content Li,cuad,License,unknown,325,SUCCESS,8,8,0.0717,0.9999,0.0018,1,0,66.0,0,0,0,unknown,power_asymmetry,2,67.02083333333334,MEDIUM,100,0,0.5,11.7,69.4,5
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-,ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Developm,cuad,MSA,unknown,431,SUCCESS,11,11,0.0723,0.9998,0.0025,6,0,66.9,0,0,0,unknown,classification,1,68.58749999999999,MEDIUM,100,1,0.43,9.0,73.6,5
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_,CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreemen,cuad,MSA,unknown,222,SUCCESS,6,6,0.073,0.9998,0.0027,5,0,69.4,0,0,0,unknown,classification,0,70.65454545454546,HIGH,100,1,0.14,17.4,74.4,9
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agree,cuad,MSA,unknown,240,SUCCESS,8,8,0.0721,0.9999,0.0018,1,0,66.3,0,0,0,unknown,classification,0,67.73541666666667,MEDIUM,100,1,0.36,5.8,73.1,6
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUF","Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY ",cuad,Supply,unknown,91,SUCCESS,6,6,0.07,1.0,0.0008,3,0,14.2,0,0,0,unknown,classification,1,14.081666666666667,LOW,17.5,0,1.0,3.0,16.4,1
ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Developm,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,cuad,MSA,unknown,163,SUCCESS,7,7,0.0714,1.0,0.0019,0,0,68.1,0,0,0,unknown,classification,1,69.73819444444445,MEDIUM,100,0,0.29,20.2,71.4,6
CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affi,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,cuad,Loan,unknown,259,SUCCESS,7,7,0.0711,1.0,0.0021,6,0,37.0,0,0,0,unknown,classification,0,36.98888888888889,LOW,45.0,1,1.0,13.9,41.4,3
CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_A,CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement,cuad,MSA,unknown,242,SUCCESS,11,11,0.0716,1.0,0.0015,0,0,64.2,0,0,0,unknown,classification,1,65.8895541958042,MEDIUM,100,0,0.21,1.0,71.4,7
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Ag,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,cuad,License,unknown,290,SUCCESS,9,9,0.0709,1.0,0.001,5,0,67.6,0,0,0,unknown,classification,0,69.33333333333333,MEDIUM,100,1,0.62,10.8,74.3,6
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT,cuad,MSA,unknown,238,SUCCESS,9,9,0.074,0.9998,0.0036,4,0,73.8,0,0,0,unknown,classification,0,74.99755434782608,HIGH,100,1,0.21,40.0,74.0,7
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREE,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,116,SUCCESS,6,6,0.0708,1.0,0.0012,2,0,64.6,0,0,0,unknown,classification,1,66.25625,MEDIUM,100,0,0.21,5.0,70.5,8
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,cuad,MSA,unknown,268,SUCCESS,13,13,0.0712,0.9999,0.0018,6,0,67.2,0,0,0,unknown,classification,1,68.67481060606059,MEDIUM,100,0,0.43,10.5,73.1,5
"DRIVENDELIVERIES,INC_05_22_2020-EX-10.4-CONSULTING AGREEMENT","DRIVENDELIVERIES,INC_05_22_2020-EX-10.4-CONSULTING AGREEMENT",cuad,MSA,unknown,197,SUCCESS,7,7,0.0733,0.9997,0.0031,1,0,69.1,0,0,0,unknown,classification,0,70.42291666666667,HIGH,100,1,0.21,17.1,74.0,8
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,212,SUCCESS,8,8,0.0707,1.0,0.0009,2,0,72.4,0,0,0,unknown,classification,0,74.10833333333333,HIGH,100,1,0.21,32.1,75.4,9
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIA","DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",cuad,MSA,unknown,245,SUCCESS,7,7,0.0726,0.9997,0.0026,7,0,74.9,0,0,0,unknown,classification,0,76.20432692307692,HIGH,100,0,0.29,37.3,77.5,9
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEM,DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT,cuad,MSA,unknown,171,SUCCESS,5,5,0.0718,1.0,0.0016,3,0,65.9,0,0,0,unknown,classification,0,67.44375,MEDIUM,100,1,0.14,0.0,74.9,9
DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT,DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT,cuad,MSA,unknown,82,SUCCESS,4,4,0.0727,0.9998,0.0033,3,0,66.3,0,0,0,unknown,classification,0,67.00625,MEDIUM,100,0,0.14,0.0,74.0,9
DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_C,DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agree,cuad,License,unknown,206,SUCCESS,6,6,0.0757,0.9993,0.0047,4,0,71.0,0,0,0,unknown,classification,3,72.03272058823529,HIGH,100,0,0.38,25.1,74.0,7
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Bra,DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Ser,cuad,MSA,unknown,385,SUCCESS,11,11,0.07,1.0,0.0011,9,0,67.6,0,0,0,unknown,classification,1,69.40347222222222,MEDIUM,100,0,0.29,11.1,74.4,10
DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate A,cuad,MSA,unknown,324,SUCCESS,13,13,0.0708,1.0,0.0015,5,0,67.2,0,0,0,unknown,classification,1,68.65,MEDIUM,100,1,0.43,15.0,71.3,6
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreemen,cuad,MSA,unknown,714,SUCCESS,23,23,0.0713,0.9999,0.0015,12,0,71.3,0,0,0,unknown,classification,3,73.0125,HIGH,100,3,0.64,0.0,86.0,7
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agre,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,cuad,MSA,unknown,173,SUCCESS,6,6,0.072,0.9998,0.0018,4,0,66.5,0,0,0,unknown,power_asymmetry,0,67.225,MEDIUM,100,0,0.29,0.0,74.4,8
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement,ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement,cuad,MSA,unknown,296,SUCCESS,7,7,0.0717,1.0,0.0019,6,0,80.5,0,0,0,unknown,classification,0,82.5175,HIGH,100,0,0.29,61.5,80.4,8
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT","ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT",cuad,MSA,unknown,262,SUCCESS,6,6,0.0705,1.0,0.0008,4,0,79.1,0,0,0,unknown,classification,0,80.7875,HIGH,100,1,0.29,65.6,75.3,9
EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AG,EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETAN,cuad,MSA,unknown,125,SUCCESS,7,7,0.0739,0.9997,0.004,3,0,82.9,0,0,0,unknown,classification,1,83.94375,HIGH,100,1,0.36,73.8,78.4,6
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMEN,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,cuad,MSA,unknown,163,SUCCESS,6,6,0.0713,0.9998,0.0017,1,0,70.3,0,0,0,unknown,classification,1,71.87222222222222,HIGH,100,0,0.29,27.2,72.9,8
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,cuad,MSA,unknown,251,SUCCESS,8,8,0.0717,0.9999,0.0013,2,0,68.1,0,0,0,unknown,classification,2,69.66041666666666,MEDIUM,100,0,0.21,14.6,73.5,9
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATI,ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT,cuad,MSA,unknown,73,SUCCESS,7,7,0.0726,0.9997,0.0016,2,0,65.7,0,0,0,unknown,classification,1,66.93108974358974,MEDIUM,100,1,0.36,0.7,73.6,7
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AG,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,cuad,MSA,unknown,300,SUCCESS,7,7,0.0739,0.9996,0.0033,7,0,69.4,0,0,0,unknown,classification,2,70.36874999999999,HIGH,100,0,0.21,14.6,74.9,10
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,cuad,MSA,unknown,211,SUCCESS,5,5,0.0714,1.0,0.001,4,0,66.5,0,0,0,unknown,classification,0,68.06597222222221,MEDIUM,100,0,0.21,3.1,74.9,9
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT","ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT",cuad,MSA,unknown,116,SUCCESS,9,9,0.0709,1.0,0.0007,4,0,70.5,0,0,0,unknown,classification,0,72.32547043010752,HIGH,100,1,0.29,24.4,74.9,9
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGRE,EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT,cuad,MSA,unknown,59,SUCCESS,5,5,0.071,1.0,0.0016,1,0,66.1,0,0,0,unknown,classification,0,67.58749999999999,MEDIUM,100,1,0.21,4.0,73.6,7
EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Ag,EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement,cuad,MSA,unknown,200,SUCCESS,9,9,0.0709,1.0,0.0019,3,0,66.9,0,0,0,unknown,power_asymmetry,3,68.225,MEDIUM,100,1,0.29,5.0,74.4,9
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1,EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreeme,cuad,MSA,unknown,116,SUCCESS,10,10,0.0723,0.9998,0.003,4,0,69.0,0,0,0,unknown,classification,1,70.01041666666666,HIGH,100,1,0.21,21.1,71.6,7
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1,EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreeme,cuad,MSA,unknown,259,SUCCESS,9,9,0.0719,0.9999,0.0018,2,0,67.1,0,0,0,unknown,classification,1,68.57569444444444,MEDIUM,100,1,0.36,12.2,72.3,5
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Brand,EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,cuad,MSA,unknown,242,SUCCESS,6,6,0.071,1.0,0.0015,6,0,95.2,0,0,0,unknown,classification,1,98.9125,HIGH,100,0,0.21,100,97.8,10
EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agre,EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agre,cuad,License,unknown,280,SUCCESS,9,9,0.0708,1.0,0.001,5,0,67.7,0,0,0,unknown,classification,3,69.65,MEDIUM,100,0,0.62,20.0,71.3,6
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10,ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agre,cuad,MSA,unknown,416,SUCCESS,11,11,0.071,1.0,0.0013,8,0,66.9,0,0,0,unknown,classification,1,68.66666666666666,MEDIUM,100,1,0.36,13.3,72.0,8
